,movies_title,director,vote_average,release_year,budget,revenue
9031,Addams Family Reunion,Dave Payne,4.1,1998,0,0
9032,I'll Be Home for Christmas,Arlene Sanford,5.1,1998,40130864,0
9033,Stepmom,Chris Columbus,6.9,1998,0,0
9034,A Night at the Roxbury,John Fortenberry,6.2,1998,22740822,40573861
9035,The Horse Whisperer,Robert Redford,7.0,1998,80261728,249993295
9036,Mighty Joe Young,Ron Underwood,5.9,1998,120392592,0
9037,Hope Floats,Forest Whitaker,5.7,1998,0,0
9038,Bride of Chucky,Ronny Yu,5.4,1998,33442386,67783504
9039,Vampires,John Carpenter,5.8,1998,26753909,0
9040,54,Mark Christopher,5.5,1998,17390041,22415981
9041,Great Expectations,Alfonso CuarÃ³n,6.5,1998,33442386,74234160
9042,Belle's Magical World,Cullen Blaine|Dale Case,5.8,1998,0,0
9043,The Siege,Edward Zwick,6.0,1998,93638682,156072825
9044,Snake Eyes,Brian De Palma,5.6,1998,97651769,138975067
9045,Phantoms,Joe Chappelle,5.1,1998,0,7523576
9046,Primary Colors,Mike Nichols,5.7,1998,86950205,0
9047,Sliding Doors,Peter Howitt,6.4,1998,8026172,77586337
9048,The Land Before Time VI: The Secret of Saurus Rock,Charles Grosvenor,5.5,1998,0,0
9049,Twilight,Robert Benton,6.6,1998,0,0
9050,The Last Days of Disco,Whit Stillman,7.0,1998,10701563,0
9051,The Avengers,Jeremiah S. Chechik,4.6,1998,80261728,64908772
9052,A Knight in Camelot,Roger Young,5.2,1998,0,0
9053,Mercury Rising,Harold Becker,5.9,1998,80261728,0
9054,Simon Birch,Mark Steven Johnson,6.9,1998,26753909,24417510
9055,The Big Hit,Kirk Wong,6.1,1998,17390041,36127332
9056,Pleasantville,Gary Ross,6.8,1998,0,0
9057,Blues Brothers 2000,John Landis,5.6,1998,37455473,18796472
9058,He Got Game,Spike Lee,6.6,1998,33442386,28851219
9059,Hard Rain,Mikael Salomon,5.4,1998,93638682,26580767
9060,A Civil Action,Steven Zaillian,6.0,1998,93638682,75851213
9061,Rudolph the Red-Nosed Reindeer: The Movie,William R. Kowalchuk Jr.,6.5,1998,0,0
9062,Gia,Michael Cristofer,6.7,1998,0,0
9063,Happiness,Todd Solondz,6.9,1998,4013086,3755432
9064,The Replacement Killers,Antoine Fuqua,6.2,1998,40130864,25690346
9065,Desperate Measures,Barbet Schroeder,5.9,1998,66884773,0
9066,Velvet Goldmine,Todd Haynes,6.7,1998,0,1409647
9067,SLC Punk,James Merendino,7.2,1998,0,400238
9068,Hilary and Jackie,Anand Tucker,5.9,1998,0,0
9069,Legionnaire,Peter MacDonald,4.9,1998,26753909,0
9070,Black Dog,Kevin Hooks,5.1,1998,0,0
9071,The Swan Princess: The Mystery of the Enchanted Kingdom,Richard Rich,5.8,1998,0,0
9072,The Faculty,Robert Rodriguez,6.1,1998,20065432,53886815
9073,Playing by Heart,Willard Carroll,6.7,1998,26753909,5310755
9074,The Mighty,Peter Chelsom,7.4,1998,0,0
9075,Celebrity,Woody Allen,5.9,1998,0,0
9076,The Prophecy II,Greg Spence,5.3,1998,0,0
9077,BASEketball,David Zucker,5.6,1998,0,9400373
9078,Thursday,Skip Woods,7.0,1998,0,0
9079,Holy Man,Stephen Herek,4.8,1998,80261728,0
9080,Merlin,Steve Barron,5.8,1998,0,0
9081,Phantasm IV: Oblivion,Don Coscarelli,4.6,1998,869502,0
9082,Batman & Mr. Freeze: SubZero,Boyd Kirkland,6.8,1998,0,0
9083,Can't Hardly Wait,Harry Elfont|Deborah Kaplan,6.2,1998,13376954,34251712
9084,Halloween: H20,Steve Miner,5.7,1998,22740822,73629083
9085,Psycho,Gus Van Sant,4.9,1998,80261728,49683521
9086,Croupier,Mike Hodges,6.6,1998,0,0
9087,Savior,Predrag AntonijeviÄ‡,7.0,1998,13376954,0
9088,Deep Rising,Stephen Sommers,5.8,1998,60196296,14986237
9089,The Red Violin,FranÃ§ois Girard,6.6,1998,24078518,12701964
9090,A Simple Plan,Sam Raimi,6.5,1998,0,0
9091,Very Bad Things,Peter Berg,6.2,1998,40130864,13241060
9092,Soldier,Paul W.S. Anderson,5.8,1998,100327160,19487391
9093,The Patriot,Dean Semler,4.1,1998,33442386,0
9094,The Opposite of Sex,Don Roos,5.4,1998,6688477,7864651
9095,High Art,Lisa Cholodenko,6.1,1998,0,2580639
9096,Dangerous Beauty,Marshall Herskovitz,6.6,1998,0,0
9097,Casper Meets Wendy,Sean McNamara,5.4,1998,0,0
9098,Another Day in Paradise,Larry Clark,6.3,1998,0,0
9099,Palmetto,Volker SchlÃ¶ndorff,6.1,1998,0,0
9100,An American Tail: The Treasure of Manhattan Island,Larry Latham,5.7,1998,0,0
9101,Dead Man on Campus,Alan Cohn,5.1,1998,0,0
9102,Creature,Stuart Gillard,3.8,1998,0,0
9103,Major League: Back to the Minors,John Warren,4.7,1998,0,4778840
9104,Bulworth,Warren Beatty,6.2,1998,40130864,39064565
9105,The Rugrats Movie,Norton Virgien|Igor Kovalyov,5.6,1998,0,134427269
9106,The Gingerbread Man,Robert Altman,6.2,1998,0,0
9107,Madeline,Daisy von Scherler Mayer,4.8,1998,0,0
9108,Scooby-Doo on Zombie Island,Hiroshi Aoyama|Kazumi Fukushima|Jim Stenstrum,7.0,1998,0,0
9109,Dance With Me,Randa Haines,5.7,1998,0,20
9110,My Name Is Joe,Ken Loach,6.8,1998,0,0
9111,Sat sau ji wong,Wei Tung,6.1,1998,0,0
9112,Senseless,Penelope Spheeris,5.4,1998,0,17437661
9113,Hush,Johathan Darby,5.8,1998,0,0
9114,Buffalo '66,Vincent Gallo,6.9,1998,2006543,3177156
9115,Half Baked,Tamra Davis,6.3,1998,10701563,23356189
9116,The Wisdom of Crocodiles,Po-Chih Leong,4.9,1998,0,0
9117,Permanent Midnight,David Veloz,6.0,1998,0,0
9118,Gods and Monsters,Bill Condon,5.6,1998,13376954,8630313
9119,Without Limits,Robert Towne,6.0,1998,33442386,1039955
9120,Love Is the Devil: Study for a Portrait of Francis Bacon,John Maybury,6.5,1998,0,0
9121,Jane Austen's Mafia!,Jim Abrahams,5.7,1998,13376954,25416213
9122,Air Bud: Golden Receiver,Richard Martin,4.5,1998,0,13676753
9123,Zero Effect,Jake Kasdan,5.8,1998,6688477,2649089
9124,Halloweentown,Duwayne Dunham,6.2,1998,0,0
9125,Babylon 5: In the Beginning,Michael Vejar,6.6,1998,0,0
9126,The Second Arrival,Kevin Tenney,2.9,1998,0,0
9127,Six-String Samurai,Lance Mungia,5.8,1998,2675390,166535
9128,Belly,Hype Williams,7.0,1998,0,0
9129,Following,Christopher Nolan,7.1,1998,0,0
9130,Return to Paradise,Joseph Ruben,6.4,1998,0,0
9131,Futuresport,Ernest R. Dickerson,4.8,1998,0,0
9132,Alice Through the Looking Glass,John Henderson,4.7,1998,0,0
9133,Il fantasma dell'opera,Dario Argento,4.2,1998,0,0
9134,Edge of Seventeen,David Moreton,4.8,1998,2006543,1164799
9135,Knock Off,Tsui Hark,4.9,1998,44143950,0
9136,Waking Ned,Kirk Jones,7.5,1998,0,0
9137,Everest,David Breashears|Stephen Judson|Greg MacGillivray,6.0,1998,0,102263367
9138,Dirty Work,Bob Saget,6.4,1998,0,0
9139,Hurlyburly,Anthony Drazan,5.4,1998,0,0
9140,Strike!,Sarah Kernochan,6.4,1998,0,0
9141,Home Fries,Dean Parisot,4.7,1998,20065432,13969976
9142,Pecker,John Waters,5.5,1998,0,0
9143,Dennis the Menace Strikes Again!,Charles T. Kanganis,5.4,1998,0,0
9144,Letters From a Killer,David Carson,5.1,1998,0,0
9145,Strangeland,John Pieplow,4.8,1998,1471465,844381
9146,The Acid House,Paul McGuigan,5.8,1998,0,0
9147,The Object of My Affection,Nicholas Hytner,5.1,1998,20065432,62745795
9148,Rear Window,Jeff Bleckner,4.9,1998,0,0
9149,Tale of the Mummy,Russell Mulcahy,3.7,1998,0,0
9150,My Giant,Michael Lehmann,4.8,1998,0,10682741
9151,Sabrina Goes to Rome,Tibor TakÃ¡cs,5.4,1998,0,0
9152,The Newton Boys,Richard Linklater,6.4,1998,36117777,101664855
9153,How Stella Got Her Groove Back,Kevin Rodney Sullivan,6.5,1998,26753909,50394131
9154,Still Crazy,Brian Gibson,7.6,1998,0,0
9155,The Odd Couple II,Howard Deutch,6.2,1998,0,0
9156,Little Voice,Mark Herman,5.9,1998,0,0
9157,Krippendorf's Tribe,Todd Holland,4.0,1998,0,0
9158,Brink!,Greg Beeman,5.9,1998,0,0
9159,Full Tilt Boogie,Sarah Kelly,6.3,1998,0,0
9160,Goodnight Mister Tom,Jack Gold,5.6,1998,0,0
9161,Jerry Seinfeld: I'm Telling You for the Last Time,Marty Callner,7.1,1998,0,0
9162,Kurt & Courtney,Nick Broomfield,6.6,1998,0,0
9163,Dead Man's Curve,Dan Rosen,5.1,1998,1337695,0
9164,Almost Heroes,Christopher Guest,5.9,1998,0,0
9165,Get Real,Simon Shore,6.8,1998,0,0
9166,Clay Pigeons,David Dobkin,6.1,1998,0,0
9167,Slums of Beverly Hills,Tamara Jenkins,6.1,1998,6688477,0
9168,Children of the Corn V: Fields of Terror,Ethan Wiley,3.3,1998,0,0
9169,The Temptations,Allan Arkush,6.7,1998,10701563,0
9170,3 Ninjas: High Noon at Mega Mountain,Sean McNamara,4.0,1998,0,0
9171,The Batman Superman Movie: World's Finest,Toshihiko Masuda,7.0,1998,0,0
9172,Paulie,John Roberts,5.9,1998,0,0
9173,A Murder of Crows,Rowdy Herrington,6.0,1998,0,0
9174,Billboard Dad,Alan Metter,6.4,1998,0,0
9175,Moby Dick,Franc Roddam,5.2,1998,0,0
9176,New Rose Hotel,Abel Ferrara,4.8,1998,0,0
9177,Last Night,Don McKellar,6.7,1998,0,0
9178,Ghulam,Vikram Bhatt,5.0,1998,0,0
9179,The Little Mermaid,Ron Clements|John Musker,7.1,1989,70359397,371749996
9180,Indiana Jones and the Last Crusade,Steven Spielberg,7.4,1989,84431277,834061065
9181,When Harry Met Sally...,Rob Reiner,7.1,1989,28143759,163275219
9182,Batman,Tim Burton,6.9,1989,61564472,723556562
9183,Back to the Future Part II,Robert Zemeckis,7.2,1989,70359397,583982999
9184,Dead Poets Society,Peter Weir,7.9,1989,28847353,414874391
9185,Ghostbusters II,Ivan Reitman,6.2,1989,65082442,378876100
9186,Licence to Kill,John Glen,5.6,1989,56287518,274695427
9187,National Lampoon's Christmas Vacation,Jeremiah S. Chechik,7.2,1989,47492593,125450805
9188,Glory,Edward Zwick,7.1,1989,31661728,47190689
9189,The Abyss,James Cameron,6.9,1989,123128945,158308816
9190,Lethal Weapon 2,Richard Donner,6.5,1989,43974623,400791729
9191,Tango & Cash,Andrei Konchalovsky|Albert Magnoli,5.9,1989,96744171,111534797
9192,Bill & Ted's Excellent Adventure,Stephen Herek,6.6,1989,17589849,71212573
9193,Look Who's Talking,Amy Heckerling,5.7,1989,13192387,520659541
9194,"Honey, I Shrunk the Kids",Joe Johnston,5.9,1989,56287518,391768464
9195,Star Trek V: The Final Frontier,William Shatner,5.3,1989,52769548,123480742
9196,Kickboxer,Mark DiSalle|David Worth|Jean-Claude Van Damme,6.2,1989,2638477,25851810
9197,A Nightmare on Elm Street 5: The Dream Child,Stephen Hopkins,5.6,1989,14071879,38993809
9198,Cyborg,Albert Pyun,4.8,1989,879492,17882648
9199,The 'Burbs,Joe Dante,6.4,1989,31661728,64382366
9200,Pet Sematary,Mary Lambert,6.4,1989,20228326,101087926
9201,"The Karate Kid, Part III",John G. Avildsen,5.5,1989,0,68523523
9202,"See No Evil, Hear No Evil",Arthur Hiller,6.3,1989,31661728,82512201
9203,Born on the Fourth of July,Oliver Stone,6.3,1989,24625789,283199561
9204,Uncle Buck,John Hughes,6.6,1989,26384774,139414574
9205,Leviathan,George P. Cosmatos,6.0,1989,0,27624179
9206,"Sex, Lies, and Videotape",Steven Soderbergh,6.3,1989,2110781,0
9207,Major League,David S. Ward,6.5,1989,19348834,87592433
9208,We're No Angels,Neil Jordan,5.3,1989,35179698,0
9209,Weekend at Bernie's,Ted Kotcheff,6.2,1989,11433402,53153687
9210,Parenthood,Ron Howard,6.2,1989,0,222155980
9211,K-9,Rod Daniel,5.5,1989,32714340,137636432
9212,Casualties of War,Brian De Palma,6.5,1989,39577161,32842565
9213,The War of the Roses,Danny DeVito,6.4,1989,0,0
9214,Best of the Best,Robert Radler,5.8,1989,0,2990274
9215,Lock Up,John Flynn,6.1,1989,42215638,0
9216,The Punisher,Mark Goldblatt,5.2,1989,0,0
9217,Who's Harry Crumb?,Paul Flaherty,5.6,1989,0,0
9218,Friday the 13th Part VIII: Jason Takes Manhattan,Rob Hedden,4.7,1989,8794924,24625789
9219,Always,Steven Spielberg,5.8,1989,54528533,130401979
9220,Police Academy 6: City Under Siege,Peter Bonerz,4.8,1989,0,20346560
9221,The Fly II,Chris Walas,4.9,1989,0,68430105
9222,Miracle Mile,Steve De Jarnatt,6.9,1989,5276954,2014748
9223,Turner & Hooch,Roger Spottiswoode,5.9,1989,0,125028499
9224,"The Cook, the Thief, His Wife & Her Lover",Peter Greenaway,6.9,1989,0,0
9225,The Dream Team,Howard Zieff,5.7,1989,0,0
9226,All Dogs Go to Heaven,Don Bluth|Gary Goldman|Dan Kuenster,6.3,1989,24273992,47668539
9227,Blind Fury,Phillip Noyce,5.8,1989,0,4125924
9228,Harlem Nights,Eddie Murphy,5.9,1989,52769548,107060389
9229,Sea of Love,Harold Becker,6.7,1989,33420713,195035393
9230,The BFG,Brian Cosgrove,6.8,1989,0,0
9231,Dead Calm,Phillip Noyce,6.3,1989,17589849,13764057
9232,Warlock,Steve Miner,5.7,1989,12312894,0
9233,Johnny Handsome,Walter Hill,5.8,1989,0,12731170
9234,Shocker,Wes Craven,5.9,1989,8794924,29119466
9235,How to Get Ahead in Advertising,Bruce Robinson,5.7,1989,0,0
9236,Driving Miss Daisy,Bruce Beresford,6.9,1989,13192387,256448211
9237,The Phantom of the Opera,Dwight H. Little,5.5,1989,0,0
9238,Crimes and Misdemeanors,Woody Allen,6.9,1989,33420713,32109745
9239,Black Rain,Ridley Scott,6.0,1989,52769548,80723709
9240,The Toxic Avenger Part II,Michael Herz|Lloyd Kaufman,5.2,1989,0,0
9241,Little Nemo: Adventures In Slumberland,Masami Hata|William T. Hurtz,6.8,1989,0,0
9242,New York Stories,Woody Allen|Francis Ford Coppola|Martin Scorsese,5.8,1989,26384774,0
9243,Wild Orchid,Zalman King,4.4,1989,12312894,0
9244,Santa sangre,Alejandro Jodorowsky,5.5,1989,1384321,0
9245,The Fabulous Baker Boys,Steve Kloves,6.5,1989,22866804,0
9246,Steel Magnolias,Herbert Ross,6.9,1989,0,168693851
9247,My Left Foot: The Story of Christy Brown,Jim Sheridan,7.3,1989,1134861,25933402
9248,DeepStar Six,Sean S. Cunningham,5.2,1989,0,14323810
9249,Teen Witch,Dorian Walker,5.4,1989,0,48975
9250,Her Alibi,Bruce Beresford,5.1,1989,0,0
9251,Knick Knack,John Lasseter,7.1,1989,0,0
9252,Chances Are,Emile Ardolino,6.7,1989,0,0
9253,The Toxic Avenger Part III: The Last Temptation of Toxie,Michael Herz|Lloyd Kaufman,4.8,1989,0,0
9254,Do the Right Thing,Spike Lee,7.5,1989,11433402,65602126
9255,Puppet Master,David Schmoeller,5.6,1989,0,0
9256,Henry V,Kenneth Branagh,7.4,1989,15830864,0
9257,Roger & Me,Michael Moore,7.1,1989,0,0
9258,The Blood of Heroes,David Webb Peoples,6.1,1989,0,1551934
9259,The Package,Andrew Davis,4.8,1989,0,0
9260,Loverboy,Joan Micklin Silver,6.5,1989,0,6966155
9261,Mystery Train,Jim Jarmusch,6.5,1989,4925157,0
9262,The Return of Swamp Thing,Jim Wynorski,4.8,1989,0,339160
9263,The Gods Must Be Crazy II,Jamie Uys,6.9,1989,0,0
9264,Halloween 5: The Revenge of Michael Myers,Dominique Othenin-Girard,5.2,1989,8794924,20478549
9265,Say Anything...,Cameron Crowe,6.7,1989,0,35244318
9266,Dream a Little Dream,Marc Rocco,5.5,1989,0,0
9267,Next of Kin,John Irvin,5.0,1989,21107819,28042842
9268,Meet the Feebles,Peter Jackson,6.2,1989,1319238,0
9269,Leningrad Cowboys Go America,Aki KaurismÃ¤ki,6.3,1989,0,0
9270,Robot Jox,Stuart Gordon,4.6,1989,0,0
9271,Jacknife,David Hugh Jones,6.0,1989,0,0
9272,Troop Beverly Hills,Jeff Kanew,5.9,1989,0,0
9273,Millennium,Michael Anderson,5.0,1989,0,0
9274,Field of Dreams,Phil Alden Robinson,6.8,1989,0,148513956
9275,Erik the Viking,Terry Jones,5.8,1989,0,0
9276,Road House,Rowdy Herrington,6.3,1989,26384774,52857546
9277,Fletch Lives,Michael Ritchie,5.9,1989,14152370,61830009
9278,An Innocent Man,Peter Yates,7.0,1989,0,35263433
9279,Music Box,Costa-Gavras,7.0,1989,0,0
9280,The Mighty Quinn,Carl Schenkel,5.4,1989,0,8016070
9281,The Woman in Black,Herbert Wise,6.6,1989,0,0
9282,Gleaming the Cube,Graeme Clifford,5.7,1989,0,4885193
9283,She's Out of Control,Stan Dragoti,5.3,1989,0,21223722
9284,Three Fugitives,Francis Veber,6.5,1989,26384774,71397198
9285,Sleepaway Camp III: Teenage Wasteland,Michael A. Simpson,5.3,1989,0,0
9286,Bride of Re-Animator,Brian Yuzna,5.8,1989,3517969,0
9287,Valmont,MiloÅ¡ Forman,6.6,1989,58046502,1991367
9288,Drugstore Cowboy,Gus Van Sant,6.8,1989,4397462,8318858
9289,The Wizard,Todd Holland,6.5,1989,10553909,25116370
9290,Depeche Mode: 101,D.A. Pennebaker|David Dawkins|Chris Hegedus,8.4,1989,0,0
9291,Going Overboard,Valerie Breiman,2.3,1989,0,0
9292,The Tall Guy,Mel Smith,5.4,1989,0,0
9293,Scandal,Michael Caton-Jones,5.9,1989,0,15479067
9294,Great Balls of Fire!,Jim McBride,5.6,1989,0,0
9295,Monsieur Hire,Patrice Leconte,6.4,1989,0,0
9296,UHF,Jay Levey,6.7,1989,8794924,0
9297,Lean On Me,John G. Avildsen,6.8,1989,0,0
9298,Gross Anatomy,Thom Eberhardt,6.1,1989,0,0
9299,Pink Cadillac,Buddy Van Horn,5.4,1989,0,0
9300,Lonesome Dove,Simon Wincer,7.4,1989,0,0
9301,Kill Me Again,John Dahl,5.9,1989,7035939,0
9302,Society,Brian Yuzna,5.7,1989,0,0
9303,Little Monsters,Richard Greenberg,5.7,1989,12312894,1396238
9304,The January Man,Pat O'Connor,5.1,1989,0,0
9305,Let It Ride,Joe Pytka,7.1,1989,0,0
9306,House III: The Horror Show,James Isaac,4.0,1989,0,3058693
9307,Goldeneye,Don Boyd,5.3,1989,0,0
9308,"Amanece, que no es poco",JosÃ© Luis Cuerda,6.5,1989,0,0
9309,She-Devil,Susan Seidelman,6.4,1989,0,0
9310,Family Business,Sidney Lumet,5.4,1989,0,21452043
9311,Intruder,Scott Spiegel,5.8,1989,228668,0
9312,Ho vinto la lotteria di Capodanno,Neri Parenti,6.0,1989,0,0
9313,Communion,Philippe Mora,4.9,1989,0,3376640
9314,Stepfather II: Make Room For Daddy,Jeff Burr,5.6,1989,0,2673298
9315,For All Mankind,Al Reinert,8.2,1989,0,0
9316,Beauty and the Beast,Gary Trousdale|Kirk Wise,7.3,1991,40027321,604173269
9317,Terminator 2: Judgment Day,James Cameron,7.5,1991,160109284,832568277
9318,Hook,Steven Spielberg,6.5,1991,112076498,481696503
9319,Robin Hood: Prince of Thieves,Kevin Reynolds,6.5,1991,76852456,625217000
9320,Highlander II: The Quickening,Russell Mulcahy,4.8,1991,48032785,24907144
9321,Cape Fear,Martin Scorsese,6.9,1991,56038249,291879225
9322,Star Trek VI: The Undiscovered Country,Nicholas Meyer,6.6,1991,43229506,155145896
9323,The Naked Gun 2Â½: The Smell of Fear,David Zucker,6.5,1991,36825135,139183658
9324,Point Break,Kathryn Bigelow,6.7,1991,38426228,133742420
9325,Bill & Ted's Bogus Journey,Peter Hewitt,5.9,1991,0,0
9326,Backdraft,Ron Howard,6.2,1991,120081963,243956250
9327,The Addams Family,Barry Sonnenfeld,6.6,1991,48032785,306613163
9328,Hudson Hawk,Michael Lehmann,5.6,1991,104071034,27567744
9329,The Rocketeer,Joe Johnston,6.3,1991,67245899,99267756
9330,Thelma & Louise,Ridley Scott,7.0,1991,25617485,72627172
9331,The Doors,Oliver Stone,6.5,1991,60841527,55104641
9332,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,6.0,1991,40027321,124
9333,Nothing but Trouble,Dan Aykroyd,5.3,1991,64043713,13576935
9334,An American Tail: Fievel Goes West,Phil Nibbelink|Simon Wells,6.2,1991,0,0
9335,The Silence of the Lambs,Jonathan Demme,7.9,1991,30420763,436686740
9336,Barton Fink,Joel Coen,7.0,1991,14409835,9853027
9337,My Girl,Howard Zieff,6.9,1991,26418031,0
9338,Dying Young,Joel Schumacher,5.8,1991,0,0
9339,Freddy's Dead: The Final Nightmare,Rachel Talalay,5.4,1991,17612021,55833362
9340,My Own Private Idaho,Gus Van Sant,7.1,1991,4002732,0
9341,The Last Boy Scout,Tony Scott,6.4,1991,46431692,95280914
9342,JFK,Oliver Stone,7.2,1991,64043713,328873272
9343,Boyz n the Hood,John Singleton,7.3,1991,10407103,92069353
9344,Harley Davidson and the Marlboro Man,Simon Wincer,6.4,1991,36825135,11903686
9345,Double Impact,Sheldon Lettich,5.1,1991,24016392,48197244
9346,La belle noiseuse,Jacques Rivette,6.0,1991,0,0
9347,What About Bob?,Frank Oz,6.8,1991,56038249,102005624
9348,Night on Earth,Jim Jarmusch,7.4,1991,0,3227498
9349,Child's Play 3,Jack Bender,5.5,1991,20814206,32918877
9350,The People Under the Stairs,Wes Craven,6.4,1991,9606557,0
9351,City Slickers,Ron Underwood,6.1,1991,41628413,198589614
9352,Hot Shots!,Jim Abrahams,6.2,1991,41628413,289951771
9353,Wild Hearts Can't Be Broken,Steve Miner,7.4,1991,0,0
9354,Return to the Blue Lagoon,William A. Graham,5.0,1991,17612021,4495634
9355,L.A. Story,Mick Jackson,6.2,1991,0,0
9356,Fried Green Tomatoes,Jon Avnet,7.3,1991,17612021,191200107
9357,The Hard Way,John Badham,5.7,1991,0,105024461
9358,Showdown in Little Tokyo,Mark L. Lester,5.4,1991,12808742,3643378
9359,Sleeping with the Enemy,Joseph Ruben,6.1,1991,30420763,280189654
9360,Grand Canyon,Lawrence Kasdan,6.7,1991,0,0
9361,Rock-A-Doodle,Don Bluth|Gary Goldman,5.3,1991,28819671,18664555
9362,Knight Rider 2000,Alan J. Levi,4.6,1991,0,0
9363,Naked Lunch,David Cronenberg,6.7,1991,25617485,0
9364,Zandalee,Sam Pillsbury,4.5,1991,0,0
9365,Rush,Lili Fini Zanuck,7.3,1991,0,0
9366,Life Stinks,Mel Brooks,6.2,1991,0,0
9367,Father of the Bride,Charles Shyer,6.3,1991,0,143018866
9368,The Fisher King,Terry Gilliam,6.8,1991,38426228,67078570
9369,K2,Franc Roddam,6.0,1991,0,4973889
9370,Regarding Henry,Mike Nichols,6.5,1991,0,0
9371,Don't Tell Mom the Babysitter's Dead,Stephen Herek,5.9,1991,16010928,40341533
9372,Shadows and Fog,Woody Allen,6.0,1991,22415299,4380159
9373,Bugsy,Barry Levinson,5.7,1991,48032785,78636099
9374,Cool as Ice,David Kellogg,3.9,1991,9606557,1910203
9375,Out for Justice,John Flynn,5.6,1991,22415299,63520414
9376,Problem Child 2,Brian Levant,5.2,1991,0,0
9377,Ernest Scared Stupid,John R. Cherry III,6.7,1991,0,0
9378,Toy Soldiers,"Daniel Petrie, Jr.",6.3,1991,0,24134780
9379,Mortal Thoughts,Alan Rudolph,5.1,1991,12808742,0
9380,The Prince of Tides,Barbra Streisand,5.9,1991,48032785,119741889
9381,Flirting,John Duigan,6.1,1991,0,3867273
9382,Jungle Fever,Spike Lee,5.5,1991,22415299,52007789
9383,Suburban Commando,Burt Kennedy,5.1,1991,0,0
9384,The Pit and the Pendulum,Stuart Gordon,5.5,1991,3202185,0
9385,Defending Your Life,Albert Brooks,6.3,1991,0,0
9386,King Ralph,David S. Ward,5.5,1991,0,0
9387,Dead Again,Kenneth Branagh,6.9,1991,0,60867753
9388,Ghoulies III: Ghoulies Go to College,John Carl Buechler,3.1,1991,0,0
9389,"Mon pÃ¨re, ce hÃ©ros",GÃ©rard Lauzier,5.1,1991,0,0
9390,Drop Dead Fred,Ate de Jong,6.0,1991,0,20
